annotation_id,backbone,language,config,variant,seed,example_index,context,question,gold_answer,generated_answer,em,f1,f_faith_model_score,annotator_1_judgment,annotator_1_notes,annotator_2_judgment,annotator_2_notes,adjudicated_judgment
A0114,mt5-base,arabic,C_composite_lora,dora,42,322,تسمى المدارس الخاصة في الهند المدارس المستقلة، لكن بما أن بعض المدارس الخاصة تتلقى دعمًا ماليًا من الحكومة، فمن الممكن أن تكون مدرسة مدعومة أو غير مدعومة. لذلك، وبالمعنى الحرفي للكلمة، المدرسة الخاصة هي مدرسة مستقلة دون أي دعم. لأغراض هذا التعريف، يتم النظر فقط في الدعم المالي الذي تم تلقيه، وليس الأراضي المشتراة من الحكومة بسعر مدعوم. من اختصاص كل من الحكومة الاتحادية وحكومات الولايات إدارة المدارس لأن التعليم يظهر في قائمة المواد التشريعية المتزامنة في الدستور. فإن الممارسة المتبعة هي أن تقوم الحكومة الاتحادية بتقديم توجيهات السياسة العامة بينما تقوم الولايات بوضع قواعد وأنظمة خاصة بها لإدارة القطاع. من بين أشياء أخرى، نتج عن ذلك أيضًا 30 لجنة فحص مختلفة أو هيئات أكاديمية تقوم بإجراء اختبارات لشهادات التخرج من هذه المدارس. وإن لجان الفحص البارزة الموجودة في ولايات مختلفة هي: المجلس المركزي للتعليم الثانوي والمجلس الهندي المعني بامتحانات الشهادات الدراسية والمجلس الوطني الشمالي الشرقي للتعليم المدرسي,كم عدد لجان الفحص الموجودة في الهند؟,30,ة,0,0.0,0.0004,,,,,
A0115,mt5-base,malay,B_ce_lora,qlora,42,393,"Terdapat pelbagai format filem yang telah digunakan sejak bertahun-tahun lamanya. Filem standard 35 mm (36 x 24 mm negatif) ialah yang paling biasa digunakan. Ia biasanya boleh diisi semula dengan mudah kalau kehabisan, dan ia memberi kualiti gambar yang setara dengan DSLR sekarang. Beberapa kamera film format sederhana menggunakan format 6 kali 6 sm,dengan lebih tepat negatif 56 kali 56 mm. Ini memberikan resolusi hampir empat kali ganda daripada negatif 35 mm (3136 mm2 lawan 864).","Berdasarkan petikan, saiz negatif manakah yang menggambarkan format filem yang paling biasa digunakan sebelum ini?",Negatif 36 x 24 mm,Negatif 6 kali 6 sm,0,0.2,0.1067,,,,,
A0116,mt5-base,arabic,B_ce_lora,dora,42,642,﻿لقد كان للجمعية الجغرافية الملكية في لندن وغيرها من الجمعيات الجغرافية في أوروبا تأثير كبير وتمكنت من تمويل الرحالة الذين كانوا سيعودون بقصص عن اكتشافاتهم. وقد كانت هذه الجمعيات بمثابة مساحة للرحالة لمشاركة هذه القصص. كما دعم الجغرافيون السياسيون مثل فريدريش راتزل من ألمانيا و هالفورد ماكيندر من بريطانيا الإمبريالية. فاعتقد راتزل أن التوسع كان ضروريًا لبقاء الدولة في حين دعم ماكيندر التوسع الإمبراطوري لبريطانيا؛ هاتان الحجتان سيطرتا على هذا العلم لعقود.,أين ولد هالفورد ماكيندر؟,بريطانيا,المبراطوري,0,0.0,0.0004,,,,,
A0117,mt5-base,arabic,B_ce_lora,dora,42,326,"إن بعض أقدم المدارس في جنوب إفريقيا هي مدارس كنسية خاصة أنشأها المبشرون في أوائل القرن التاسع عشر. ومنذ ذلك الحين، بدأ القطاع الخاص بالنمو. بعد إلغاء نظام الفصل العنصري، تغيرت القوانين التي تحكم التعليم الخاص في جنوب إفريقيا بشكل كبير. يعترف قانون المدارس في جنوب أفريقيا لعام 1996 بفئتين من المدارس هما: ""الحكومية"" (التي تديرها الدولة) و ""المستقلة"" (والتي تشمل المدارس الخاصة التقليدية والمدارس التي تخضع للقطاع الخاص [التوضيح مطلوب].)",إلى جانب المدارس الحكومية، ما نوع المدارس المعترف بها بموجب قانون مدارس جنوب إفريقيا؟,المستقلة,بعض أقدم المدارس,0,0.0,0.035,,,,,
A0118,mt5-base,malay,B_ce_lora,dora,42,287,"Asrama biasanya disasarkan kepada golongan muda–tetamu biasa berusia dalam lingkungan dua puluhan–tetapi anda juga dapat menemui pelancong yang lebih tua di sana. Keluarga dengan anak-anak jarang terlihat di sini, namun sesetengah asrama membenarkan mereka untuk tinggal dalam bilik peribadi.","Berdasarkan petikan, siapakah yang paling berkemungkinan untuk tinggal di hostel?",Tiga orang yang berumur 22 tahun melancong bersama-sama,Pasangan yang berumur 22 tahun,0,0.6154,0.0006,,,,,
A0119,mt5-base,malay,B_ce_lora,dora,42,248,"Jenis Bahasa Perancis yang dituturkan di Belgium dan Switzerland sedikit berbeza daripada Bahasa Perancis yang dituturkan di Perancis, walaupun mereka cukup serupa sehingga dapat difahami bersama. Secara khusus, sistem nombor di Belgium dan Switzerland yang bertutur dalam bahasa Perancis mempunyai sedikit keunikan yang berbeza daripada bahasa Perancis yang ditutur di Perancis, dan sebutan beberapa perkataan sedikit berbeza. Walaupun begitu semua Belgia yang bertutur bahasa Perancis akan telah belajar bahasa Peransis standard di sekolah, oleh itu mereka boleh memahami anda walaupun anda menggunakan sistem penomboran standard Perancis.",Manakah antara berikut tidak sama di Perancis seperti mana di Belgium atau Switzerland?,Sistem penomboran,Sebutan sebutan perkataan,0,0.0,0.0005,,,,,
A0120,mt5-base,malay,B_ce_lora,dora,42,336,"Syarikat-syarikat media secara rutin berbohong tentang tujuan ini, mendakwa bahawa ia bertujuan untuk “mencegah cetak rompak”. Sebenarnya, kod wilayah tidak mempunyai impak sama sekali pada cetak rompak, sebuah salinan cakera bit by bit<i> </i>bermain seperti biasa dalam sebarang peranti di mana cakera asli dapat dimainkan. Tujuan sebenarnya adalah untuk memberi lebih banyak kawalan kepada syarikat-syarikat tersebut terhadap pasaran mereka; ini semua mengenai pusingan wang.","Berdasarkan petikan, apakah kegunaan sebenar kod wilayah?",Kawalan pasaran,Pencegahan cetak rompak,0,0.0,0.0005,,,,,
A0121,mt5-base,arabic,B_ce_lora,qlora,42,652,"الإمبريالية الثقافية هي عندما يكون تأثير بلد ما محسوساً في الدوائر الاجتماعية والثقافية، أي قوته الناعمة، بحيث تغير النظرة الكونية الأخلاقية والثقافية والاجتماعية للآخر. وهذا يتجاوز مجرد كون موسيقى أو تلفزيون أو فيلم ""أجنبي"" قد أصبحت رائجة لدى الشباب، ولكنها تلك الثقافة الشعبية الت تغير توقعاتهم الخاصة بالحياة ورغبتهم في أن يصبح بلدهم أكثر شبهاً بالدولة الأجنبية التي تم تصويرها. على سبيل المثال، غيّرت صور أنماط الحياة الأمريكية الفخمة في أوبرا الصابون دالاس أثناء الحرب الباردة توقعات الرومانيين؛ ومثال أحدث على ذلك هو تأثير سلسلة الدراما الكورية الجنوبية المهربة على كوريا الشمالية. ولا تجهل الأنظمة السلطوية أهمية القوة الناعمة، فتحارب هذا التأثير من خلال فرض حظر على الثقافة الشعبية الأجنبية والسيطرة على الإنترنت وأطباق الأقمار الصناعية غير المصرح بها وما إلى ذلك. ولا أن هذا الاستخدام للثقافة أمر حديث، فكجزء من الإمبريالية الرومانية كانت النخب المحلية مكشوفة أمام مزايا وفخامة الثقافة ونمط الحياة الرومانية، على أمل أن يصبحوا بعد ذلك مشاركين راغبين.",بماذا يشار إلى الامبريالية الثقافية في الكثير من الأحيان؟,القوة الناعمة,الثقافة الشعبية الأجنبية,0,0.0,0.005,,,,,
A0122,mt5-base,arabic,C_composite_lora,qlora,42,304,يمتلك التصنيف الصناعي القياسي ونظام التصنيف الصناعي الأحدث لأمريكا الشمالية نظام تصنيف للشركات التي تؤدي عمليات البناء أو تشارك بها بطريقة أخرى. للتعرف على اختلافات الشركات في هذا القطاع، يتم تقسيمها إلى ثلاثة قطاعات فرعية هي: تشييد المباني، الأبنية الثقيلة والهندسة المدنية الثقيلة، المقاولين التجاريين المتخصصين. هناك أيضًا فئات لشركات خدمات البناء (مثل الهندسية والإنشائية) ومديري الإنشاءات (الشركات العاملة في إدارة مشاريع البناء دون تحمل مسؤولية مالية مباشرة عن إكمال مشاريع البناء).,‏هناك فئات أخرى، ماذا تشمل؟,لشركات خدمات البناء (مثل الهندسية والإنشائية) ومديري الإنشاءات,مركز الإنشاءات,0,0.2,0.0697,,,,,
A0123,mt5-base,malay,B_ce_lora,qlora,42,233,"Terdapat satu tradisi untuk berjaga pada malam Paskah di sesuatu tempat terbuka yang membolehkan anda melihat matahari terbit. Sudah tentu ada penjelasan teologikal Kristian untuk tradisi ini, tetapi ada kemungkinan ia adalah adat Musim Bunga dan Kesuburan pra-Kristian. Gereja yang lebih tradisional sering mengadakan Malam Paskah pada malam Sabtu pada hujung minggu Easter, dengan para penganut yang bersorak tepat jam dua belas tengah malam untuk meraikan kebangkitan Kristus.","Berdasarkan petikan, bagaimanakah Easter diraikan oleh sesetengah gereja yang lebih tradisional?",Menganjurkan malam berjaga Sabtu,Melihat matahari terbit,0,0.0,0.5498,,,,,
A0124,mt5-base,malay,B_ce_lora,dora,42,183,"Di negara-negara maju hari ini, penyediaan inap-sarapan mewah dipertingkatkan menjadi satu seni. Pada skala mewah, B&B dengan jelas bertanding atas dua perkara, tempat tidur dan sarapan. Oleh itu, di tempat elegan seperti ini anda pasti mendapati tempat tidur paling mewah, mungkin selimut buatan tangan atau katil antik. Sarapan mungkin termasuk hidangan bermusim di rantau ini atau sajian istimewa tuan rumah. Ia mungkin terletak di sebuah bangunan lama yang bersejarah dengan perabot antik, perkarangan yang dijaga rapi dan kolam renang.","Berdasarkan petikan, manakah antara berikut yang bukan satu daripada persaingan utama antara B&B mewah?",Hiasan dalaman kontemporari,Pela tawaran sarapan bermusim,0,0.0,0.8657,,,,,
A0125,mt5-base,arabic,C_composite_lora,qlora,42,600,تتم معظم أعمال البرلمان الاسكتلندي في لجنة. دور اللجان أقوى في البرلمان الاسكتلندي من دوره في النظم البرلمانية الأخرى، جزئياً كوسيلة لتعزيز دور أصحاب الأعمال الخلفية في تدقيقهم للحكومة وجزئياً للتعويض عن حقيقة عدم وجود لا غرفة مراجعة. الدور الرئيسي للجان في البرلمان الاسكتلندي هو الحصول على أدلة من الشهود وإجراء تحقيقات وفحص التشريعات. تعقد اجتماعات اللجنة يومي الثلاثاء والأربعاء وصباح الخميس عندما يجلس البرلمان. يمكن للجان أيضاً أن تجتمع في مواقع أخرى في جميع أنحاء اسكتلندا.,ما هي إحدى الطرق التي يتم تعويضها من خلال وجود لجان تخدم هذا الدور الكبير؟,لا غرفة مراجعة,لجنة,0,0.0,0.0002,,,,,
A0126,mt5-base,arabic,B_ce_lora,dora,42,241,‏غالبا ما تستخدم الأدوية المضادة للالتهابات للسيطرة على آثار الالتهاب. وتعتبر الهرمونات القشرية السكرية أقوى هذه الأدوية. ومع ذلك، يمكن أن يكون لهذه الأدوية العديد من الآثار الجانبية غير المرغوب فيها، مثل السمنة المركزية وارتفاع السكر في الدم وهشاشة العظام، لذا يجب التحكم في استخدامها بدقة. غالبًا ما يتم استخدام جرعات أقل من العقاقير المضادة للالتهاب مقترنة مع أدوية قاتلة للخلايا أو مثبطة للمناعة مثل الميثوتركسات أو الآزاثيوبرين. تمنع الأدوية القاتلة للخلايا الاستجابة المناعية عن طريق قتل الخلايا المنقسمة مثل الخلايا التائية المنشّطة. ومع ذلك، فإن هذا القتل عشوائي وذلك قد يؤثر على الخلايا المنقسمة باستمرار وأعضائها، مما يسبب آثار جانبية سامة. الأدوية المثبطة للمناعة مثل السيكلوسبورين تمنع الخلايا التائية من الاستجابة للإشارات بشكل صحيح عن طريق تثبيط مسارات تحويل الإشارة.,‏أعطِ مثالين عن الأدوية القاتلة للخلايا أو المثبطة للمناعة.,الميثوتركسات أو الآزاثيوبرين,استخدام هذه الأدوية,0,0.0,0.0014,,,,,
